Product_A,Product_B,Count,Support,Confidence_A→B,Confidence_B→A,Lift
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN FRAME ANTIQUE WHITE,311,0.043692048328182076,0.1800810654313839,0.4712121212121212,1.9421470056675616
LUNCH BAG WOODLAND,POSTAGE,64,0.00899128968811464,0.10372771474878444,0.1679790026246719,1.9378841826295214
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH,286,0.040179825793762294,0.16560509554140126,0.4696223316912972,1.9355945321242927
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE,122,0.01713964596796853,0.18944099378881987,0.17453505007153075,1.929100134175708
6 RIBBONS RUSTIC CHARM,PINK CREAM FELT CRAFT TRINKET BOX,65,0.00913177858949143,0.124282982791587,0.14130434782608695,1.9231440685011223
CHOCOLATE HOT WATER BOTTLE,HAND OVER THE CHOCOLATE   SIGN,78,0.010958134307389716,0.13448275862068965,0.156,1.9144965517241381
HOME BUILDING BLOCK WORD,WOODEN FRAME ANTIQUE WHITE,122,0.01713964596796853,0.17732558139534885,0.18484848484848485,1.9124295278365042
JUMBO BAG STRAWBERRY,LUNCH BAG  BLACK SKULL.,121,0.01699915706659174,0.22,0.1475609756097561,1.9097073170731707
REX CASH+CARRY JUMBO SHOPPER,REX CASH+CARRY JUMBO SHOPPER,145,0.020370890699634728,0.19674355495251017,0.19674355495251017,1.9001636691342843
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG  BLACK SKULL.,110,0.015453779151447036,0.21868787276341947,0.13414634146341464,1.898317412597585
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,310,0.04355155942680528,0.45925925925925926,0.1795020266357846,1.8928821119903922
60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,129,0.01812306827760607,0.18041958041958042,0.18998527245949925,1.8913498872261758
COOK WITH WINE METAL SIGN,LOVE BUILDING BLOCK WORD,70,0.009834223096375386,0.155902004454343,0.11884550084889643,1.8840585190254897
60 TEATIME FAIRY CAKE CASES,PLASTERS IN TIN SPACEBOY,85,0.011941556617027255,0.11888111888111888,0.188470066518847,1.8762656412323822
HEART OF WICKER LARGE,HOME BUILDING BLOCK WORD,122,0.01713964596796853,0.18074074074074073,0.17732558139534885,1.8699310938845821
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG SPACEBOY DESIGN,122,0.01713964596796853,0.18944099378881987,0.16874135546334718,1.8650636151989206
6 RIBBONS RUSTIC CHARM,PACK OF 72 RETROSPOT CAKE CASES,70,0.009834223096375386,0.1338432122370937,0.13671875,1.8607343451242828
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG WOODLAND,81,0.01137960101152009,0.1610337972166998,0.1312803889789303,1.8577610511968707
VICTORIAN GLASS HANGING T-LIGHT,ZINC METAL HEART DECORATION,63,0.008850800786737847,0.12650602409638553,0.12962962962962962,1.8528186821359514
JUMBO BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,209,0.02936218038774937,0.21326530612244898,0.2548780487804878,1.8512468889995022
PLEASE ONE PERSON METAL SIGN,RED HANGING HEART T-LIGHT HOLDER,78,0.010958134307389716,0.1541501976284585,0.13109243697478992,1.844102700368685
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG RED RETROSPOT,101,0.014189379039055915,0.15683229813664595,0.16639209225700163,1.8390976905051828
WHITE HANGING HEART T-LIGHT HOLDER,ZINC METAL HEART DECORATION,216,0.030345602697386908,0.1250723798494499,0.4444444444444444,1.8318213987003797
COOK WITH WINE METAL SIGN,ZINC METAL HEART DECORATION,56,0.007867378477100308,0.12472160356347439,0.11522633744855967,1.826683897458458
JUMBO BAG STRAWBERRY,LUNCH BAG SPACEBOY DESIGN,102,0.014329867940432705,0.18545454545454546,0.14107883817427386,1.8258166729536023
6 RIBBONS RUSTIC CHARM,POSTAGE,51,0.007164933970216353,0.09751434034416825,0.13385826771653545,1.821803345327532
HEART OF WICKER SMALL,LOVE BUILDING BLOCK WORD,107,0.015032312447316662,0.15049226441631505,0.18166383701188454,1.818682407666096
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG CARS BLUE,93,0.013065467828041584,0.1785028790786948,0.13304721030042918,1.8177160132791839
VICTORIAN GLASS HANGING T-LIGHT,WOODEN PICTURE FRAME WHITE FINISH,77,0.010817645406012925,0.15461847389558234,0.12643678160919541,1.8071827540045238
PINK CREAM FELT CRAFT TRINKET BOX,VINTAGE SNAP CARDS,57,0.0080078673784771,0.12391304347826088,0.1165644171779141,1.8037076553747668
COOK WITH WINE METAL SIGN,HOME BUILDING BLOCK WORD,78,0.010958134307389716,0.17371937639198218,0.11337209302325581,1.797288548194955
LOVE BUILDING BLOCK WORD,ZINC METAL HEART DECORATION,72,0.010115200899128969,0.12224108658743633,0.14814814814814814,1.7903540212538516
HOME BUILDING BLOCK WORD,ZINC METAL HEART DECORATION,84,0.011801067715650464,0.12209302325581395,0.1728395061728395,1.7881854722939996
72 SWEETHEART FAIRY CAKE CASES,RED HANGING HEART T-LIGHT HOLDER,70,0.009834223096375386,0.14893617021276595,0.11764705882352941,1.781727158948686
72 SWEETHEART FAIRY CAKE CASES,PINK CREAM FELT CRAFT TRINKET BOX,54,0.007586400674346727,0.1148936170212766,0.11739130434782609,1.7778538390379282
LOVE BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,253,0.03554369204832818,0.4295415959252971,0.1464968152866242,1.7703978458577099
PINK CREAM FELT CRAFT TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,54,0.007586400674346727,0.11739130434782609,0.11440677966101695,1.7703205600589538
LUNCH BAG RED RETROSPOT,RECIPE BOX PANTRY YELLOW DESIGN,75,0.010536667603259343,0.12355848434925865,0.15090543259557343,1.769596160156988
NATURAL SLATE HEART CHALKBOARD,VICTORIAN GLASS HANGING T-LIGHT,69,0.009693734194998594,0.12343470483005367,0.13855421686746988,1.7642735521693211
ASSORTED COLOUR BIRD ORNAMENT,ZINC METAL HEART DECORATION,113,0.01587524585557741,0.11945031712473574,0.23251028806584362,1.749480159040883
HAND OVER THE CHOCOLATE   SIGN,SWEETHEART CERAMIC TRINKET BOX,58,0.00814835627985389,0.116,0.1228813559322034,1.7493389830508472
RED HANGING HEART T-LIGHT HOLDER,SWEETHEART CERAMIC TRINKET BOX,69,0.009693734194998594,0.11596638655462185,0.1461864406779661,1.7488320752029622
HOME BUILDING BLOCK WORD,WOODEN PICTURE FRAME WHITE FINISH,102,0.014329867940432705,0.14825581395348839,0.16748768472906403,1.7328159010195896
6 RIBBONS RUSTIC CHARM,RECIPE BOX PANTRY YELLOW DESIGN,63,0.008850800786737847,0.12045889101338432,0.1267605633802817,1.7252039964452104
HEART OF WICKER SMALL,RED HANGING HEART T-LIGHT HOLDER,102,0.014329867940432705,0.14345991561181434,0.17142857142857143,1.716214587100663
PINK CREAM FELT CRAFT TRINKET BOX,PLASTERS IN TIN SPACEBOY,50,0.0070244450688395615,0.10869565217391304,0.11086474501108648,1.7155114238889426
COOK WITH WINE METAL SIGN,HOT WATER BOTTLE TEA AND SYMPATHY,56,0.007867378477100308,0.12472160356347439,0.10810810810810811,1.7138385601637267
COOK WITH WINE METAL SIGN,SWEETHEART CERAMIC TRINKET BOX,51,0.007164933970216353,0.11358574610244988,0.10805084745762712,1.712930806689064
HOT WATER BOTTLE TEA AND SYMPATHY,PLEASE ONE PERSON METAL SIGN,63,0.008850800786737847,0.12162162162162163,0.12450592885375494,1.71087490652708
LOVE BUILDING BLOCK WORD,WOODEN PICTURE FRAME WHITE FINISH,86,0.012082045518404047,0.1460101867572156,0.1412151067323481,1.7065689808503461
PAPER CHAIN KIT 50'S CHRISTMAS,SCOTTIE DOG HOT WATER BOTTLE,79,0.011098623208766508,0.12929623567921442,0.14629629629629629,1.7043159362308298
ALARM CLOCK BAKELIKE RED,POSTAGE,34,0.004776622646810902,0.09115281501340483,0.08923884514435695,1.7029546909853428
REX CASH+CARRY JUMBO SHOPPER,SWEETHEART CERAMIC TRINKET BOX,83,0.011660578814273672,0.11261872455902307,0.17584745762711865,1.6983476301083182
HOME BUILDING BLOCK WORD,PLEASE ONE PERSON METAL SIGN,83,0.011660578814273672,0.12063953488372094,0.16403162055335968,1.6970597021785088
72 SWEETHEART FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,76,0.010677156504636133,0.16170212765957448,0.11192930780559647,1.6951336445962462
LUNCH BAG CARS BLUE,PLASTERS IN TIN SPACEBOY,75,0.010536667603259343,0.1072961373390558,0.1662971175166297,1.6934232939676257
6 RIBBONS RUSTIC CHARM,PAPER CHAIN KIT 50'S CHRISTMAS,76,0.010677156504636133,0.14531548757170173,0.12438625204582651,1.6928897553770423
ASSORTED COLOUR BIRD ORNAMENT,HOME BUILDING BLOCK WORD,154,0.02163529081202585,0.16279069767441862,0.2238372093023256,1.6842212006489996
WOODEN PICTURE FRAME WHITE FINISH,ZINC METAL HEART DECORATION,70,0.009834223096375386,0.11494252873563218,0.1440329218106996,1.6834586821815432
GIN + TONIC DIET METAL SIGN,SWEETHEART CERAMIC TRINKET BOX,54,0.007586400674346727,0.11088295687885011,0.11440677966101695,1.672171370897574
PACK OF 60 PINK PAISLEY CAKE CASES,PINK CREAM FELT CRAFT TRINKET BOX,66,0.009272267490868222,0.10801963993453355,0.14347826086956522,1.6714865153348042
PAPER CHAIN KIT 50'S CHRISTMAS,VINTAGE SNAP CARDS,70,0.009834223096375386,0.11456628477905073,0.14314928425357873,1.6676540185220516
72 SWEETHEART FAIRY CAKE CASES,REX CASH+CARRY JUMBO SHOPPER,81,0.01137960101152009,0.1723404255319149,0.10990502035278155,1.6644764571725514
JUMBO BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES,117,0.016437201461084575,0.11938775510204082,0.228515625,1.6597696109693876
PACK OF 72 RETROSPOT CAKE CASES,RED HANGING HEART T-LIGHT HOLDER,71,0.009974711997752178,0.138671875,0.11932773109243698,1.658935136554622
HAND OVER THE CHOCOLATE   SIGN,HOME BUILDING BLOCK WORD,80,0.011239112110143298,0.16,0.11627906976744186,1.6553488372093021
COOK WITH WINE METAL SIGN,VICTORIAN GLASS HANGING T-LIGHT,52,0.007305422871593144,0.11581291759465479,0.10441767068273092,1.6553340310015114
6 RIBBONS RUSTIC CHARM,FELTCRAFT 6 FLOWER FRIENDS,52,0.007305422871593144,0.0994263862332696,0.12149532710280374,1.653544432729937
HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT VINTAGE CHRISTMAS,58,0.00814835627985389,0.11196911196911197,0.12008281573498965,1.6500955258719232
HEART OF WICKER LARGE,REX CASH+CARRY JUMBO SHOPPER,115,0.01615622365833099,0.17037037037037037,0.1560379918588874,1.6454495200763855
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG SPACEBOY DESIGN,84,0.011801067715650464,0.16699801192842942,0.11618257261410789,1.6441104410879124
PAPER CHAIN KIT 50'S CHRISTMAS,RECIPE BOX PANTRY YELLOW DESIGN,70,0.009834223096375386,0.11456628477905073,0.14084507042253522,1.6408104930730043
NATURAL SLATE HEART CHALKBOARD,RECIPE BOX PANTRY YELLOW DESIGN,64,0.00899128968811464,0.11449016100178891,0.12877263581488935,1.6397202535427233
HOT WATER BOTTLE TEA AND SYMPATHY,RED HANGING HEART T-LIGHT HOLDER,71,0.009974711997752178,0.13706563706563707,0.11932773109243698,1.639719671652445
ASSORTED COLOUR BIRD ORNAMENT,VICTORIAN GLASS HANGING T-LIGHT,108,0.015172801348693454,0.11416490486257928,0.21686746987951808,1.6317787004253803
PAPER CHAIN KIT VINTAGE CHRISTMAS,RECIPE BOX PANTRY YELLOW DESIGN,55,0.007726889575723518,0.11387163561076605,0.11066398390342053,1.6308617752061023
PAPER CHAIN KIT 50'S CHRISTMAS,REX CASH+CARRY JUMBO SHOPPER,103,0.014470356841809497,0.1685761047463175,0.13975576662143827,1.6281203712134167
COOK WITH WINE METAL SIGN,RECIPE BOX PANTRY YELLOW DESIGN,51,0.007164933970216353,0.11358574610244988,0.10261569416498995,1.6267672852258312
LOVE BUILDING BLOCK WORD,VICTORIAN GLASS HANGING T-LIGHT,67,0.009412756392245012,0.11375212224108659,0.13453815261044177,1.6258787271326391
COOK WITH WINE METAL SIGN,RED HANGING HEART T-LIGHT HOLDER,61,0.008569822983984265,0.1358574610244989,0.10252100840336134,1.6252662312140889
LOVE BUILDING BLOCK WORD,PLEASE ONE PERSON METAL SIGN,68,0.009553245293621804,0.11544991511035653,0.13438735177865613,1.6240563157223673
FELTCRAFT 6 FLOWER FRIENDS,PLASTERS IN TIN SPACEBOY,44,0.0061815116605788145,0.102803738317757,0.0975609756097561,1.6225210850239344
GIN + TONIC DIET METAL SIGN,RED HANGING HEART T-LIGHT HOLDER,66,0.009272267490868222,0.13552361396303902,0.11092436974789915,1.6212724104015321
PLASTERS IN TIN SPACEBOY,VINTAGE SNAP CARDS,50,0.0070244450688395615,0.11086474501108648,0.10224948875255624,1.6137735275846905
HEART OF WICKER LARGE,WOODEN FRAME ANTIQUE WHITE,101,0.014189379039055915,0.14962962962962964,0.15303030303030302,1.613732884399551
ALARM CLOCK BAKELIKE RED,PARTY BUNTING,60,0.008429334082607475,0.16085790884718498,0.08426966292134831,1.6081272404132907
HEART OF WICKER LARGE,PLEASE ONE PERSON METAL SIGN,77,0.010817645406012925,0.11407407407407408,0.15217391304347827,1.6047020933977454
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG  BLACK SKULL.,119,0.016718179263838156,0.18478260869565216,0.14512195121951219,1.6040031813361608
ALARM CLOCK BAKELIKE RED,PACK OF 72 RETROSPOT CAKE CASES,43,0.006041022759202023,0.11528150134048257,0.083984375,1.6026830596514745
HAND OVER THE CHOCOLATE   SIGN,HEART OF WICKER SMALL,80,0.011239112110143298,0.16,0.11251758087201125,1.601800281293952
